time,udata,vdata,tempu,tempv,ufdata,vfdata
2016-09-17 10:00:00,-1.3878773,-0.1174584,-1.3878773,-0.1174584,0.49302824999011874,-0.3936620478871793
2016-09-17 11:00:00,0.45356125,-1.4855242,0.45356125,-1.4855242,0.4064013194769872,-0.3403108524881024
2016-09-17 12:00:00,2.2949998,-2.85359,2.2949998,-2.85359,0.32028962132049954,-0.28558327796404803
2016-09-17 13:00:00,1.0420694,-1.9689062,1.0420694,-1.9689062,0.23520881807659277,-0.23098932768337854
2016-09-17 14:00:00,-0.21086085,-1.0842222,-0.21086085,-1.0842222,0.15188321049860032,-0.1782018108912814
2016-09-17 15:00:00,0.2971851,-1.1276884,0.2971851,-1.1276884,0.07101804292688318,-0.12873596403991516
2016-09-17 16:00:00,0.80523103,-1.1711545,0.80523103,-1.1711545,-0.006558626451738325,-0.08408261338132828
2016-09-17 17:00:00,0.18265767,-0.6258084,0.18265767,-0.6258084,-0.07965380869319327,-0.04547583322443782
2016-09-17 18:00:00,-0.4399157,-0.08046229,-0.4399157,-0.08046229,-0.14721232000673345,-0.014093192262634502
2016-09-17 19:00:00,-0.22743732,1.3677619,-0.22743732,1.3677619,-0.20788594392581228,0.008882144766824918
2016-09-17 20:00:00,-0.014958962,2.815986,-0.014958962,2.815986,-0.26034262305534117,0.022654831455786728
2016-09-17 21:00:00,-0.82049406,2.3731391,-0.82049406,2.3731391,-0.3033361966564536,0.026336127843279655
2016-09-17 22:00:00,-1.6260291,1.9302925,-1.6260291,1.9302925,-0.33560642477642477,0.019365969659717708
2016-09-17 23:00:00,-1.0576365,1.5568895,-1.0576365,1.5568895,-0.3564071538586031,0.0015065216067986498
2016-09-18 00:00:00,-0.48924384,1.1834866,-0.48924384,1.1834866,-0.3649973472329122,-0.027286339458353237
2016-09-18 01:00:00,-0.32831925,0.30365518,-0.32831925,0.30365518,-0.3607964642705559,-0.06656584327239967
2016-09-18 02:00:00,-0.16739467,-0.5761762,-0.16739467,-0.5761762,-0.3433683159534453,-0.11580663878332542
2016-09-18 03:00:00,0.43344563,-1.3755453,0.43344563,-1.3755453,-0.3123460169045513,-0.17419606418961964
2016-09-18 04:00:00,1.0342859,-2.1749144,1.0342859,-2.1749144,-0.26766155682424464,-0.24070284169118517
2016-09-18 05:00:00,-0.7795575,-2.3248205,-0.7795575,-2.3248205,-0.20920764352619114,-0.3142472155145604
2016-09-18 06:00:00,-2.593401,-2.4747264,-2.593401,-2.4747264,-0.1371376298293414,-0.3936355810182509
2016-09-18 07:00:00,-1.4021308,-1.7794743,-1.4021308,-1.7794743,-0.05164603917516808,-0.47756426185868683
2016-09-18 08:00:00,-0.21086085,-1.0842222,-0.21086085,-1.0842222,0.04691021117276217,-0.564759576256111
2016-09-18 09:00:00,0.22774139,0.24623942,0.22774139,0.24623942,0.15778298130950752,-0.6542557691836403
